2006,9,26,cultura,"abre hoy expotrastiendas, un puente entre artistas y público","en su sexta edición, la feria aguarda con ansia convertir esta nueva convocatoria -a partir de hoy, a las 19, y hasta el próximo lunes, en el centro de exposiciones de la ciudad- en un éxito de..."
2006,9,26,deportes,polideportivo,"boca, ganador de las cuatro torneos anteriores del certamen, pasó de instancia al superar por 108-73 a argentino (junín), en la bombonerita; en el primer choque, los xeneizes vencieron por 99-6..."
2006,9,29,espectáculos,dos discos que valen por miles,"pero cómo escribir una crónica sobre uno de los visionarios de la música contemporánea que haga justicia con quien, por ejemplo, primero armó un quinteto de lujo con john coltrane, red gardland, paul ..."
2006,9,30,economía,monte hermoso se llenó de color para recibir la primavera,"las primeras ediciones datan de la década del 70. ... este año, como en los anteriores, no se escatimó la inversión: se presentaron los super ratones, los ratones paranoicos y babasónico..."
2006,9,30,propiedades,hablemos de deportes,"el certamen anterior, disputado en el sosiego, vio el triunfo de san pedro, seguido por barker y maschwitz azul.  ... polo  campeón:  san diego se adjudicó la décima edición del torneo i..."
2006,9,30,ciencia,"volvió la histeria, aunque ahora con otro nombre","en 1980, con la publicación de la cuarta edición de su manual de diagnóstico y estadística de los trastornos mentales (dsm-iv), la asociación psiquiátrica de los estados unidos oficialmente cam..."
2006,9,30,economía,agenda rural,"nueve de julio  exposición rural:  hoy y mañana continúa la 109a. edición de la exposición nacional de agricultura, ganadería, granja, industria, comercio y artesanías de 9 de julio. ... contin..."
2006,10,1,deportes,polideportivo,"al cierre de esta edición se jugaba el segundo partido, en el mismo escenario.  ... ambas atletas rebajaron el anterior mejor crono universal que poseía con 7m49s el marroquí bhahim bout..."
2006,10,1,cultura,arnaldo calveyra y el misterio,"si algo anuda  diario de eleusis  con los libros anteriores de calveyra, y singularmente con  maizal del gregoriano  , es, antes que los temas, la materialidad misma de la escritura. ... pagué ..."
2006,10,2,espectáculos,argentinos de importación,la edición discográfica en la argentina de materiales tangueros o de raíces folklóricas es la prueba de ese movimiento de arribos y partidas. ... jerez le cam recuerda que el grupo anterior...
2006,10,2,sociedad,artículos deportivos: el salto exportador,"claro ejemplo fue la reciente exposición internacional del mercado deportivo (expo dxt), que tuvo lugar en el centro costa salguero de buenos aires y, en su tercera edición, confirmó el crecimi..."
2006,10,3,economía,el salto exportador,"claro ejemplo fue la reciente exposición internacional del mercado deportivo (expo dxt), que tuvo lugar en el centro costa salguero de buenos aires y, en su tercera edición, confirmó el crecimi..."
2006,10,3,deportes,goleada del seleccionado de hockey sobre patines," el seleccionado argentino femenino de hockey sobre patines, bicampeón mundial, le  ganó a su par de suiza por 12-0 y continúa encabezando las posiciones del grupo a de la octava edición de la ..."
2006,10,4,arquitectura,eclecticismo," una fusión de estilos caracteriza la edición número 23 de casa foa, que se abrió el viernes último al público y hasta el 19 de noviembre se podrá visitar en el palacio lezama (martín garcía 34..."
2006,10,4,economía,analizarán la competitividad en rosario," el intendente de rosario, miguel lifschitz, presentó ayer la 3» edición del congreso rosario activa en la bolsa de comercio, de la ciudad de buenos aires. ... lo acompañó el secretario de la p..."
2006,10,7,economía,la excelencia aplicada,"ganadora en la edición 2005 del premio la nacion-banco galicia a la excelencia agropecuaria en la categoría mejor agricultor, la firma tiene una cultura de medir, controlar y registrar datos pa..."
2006,10,7,cultura,"hoy, la ciudad y el arte no dormirán","tal como sucedió en la edición anterior, cuando cerca de 120.000 personas se sumaron al recorrido nocturno por distintos espacios de arte,la noche de los museos promete convertirse en un..."
2006,10,8,cultura,antonio di benedetto y la espera,"en efecto, la publicación de  zama  en ediciones doble p, de buenos aires, a mediados de la década del cincuenta, anticipa la intensa renovación narrativa que, desde el punto de vista editorial..."
2006,10,9,espectáculos,ultimo disco de la colección," con la edición de  las voces: glorias de la ópera  que se puede adquirir con este ejemplar de la nacion, los lectores y melómanos que hayan coleccionado los números anteriores habrán co..."
2006,10,9,tecnología,dragones que no son leyenda,"ambientado en una europa medieval, pero sin los componentes históricos realistas de las versiones anteriores del stronghold, esta nueva edición del juego de estrategia en tiempo real tie..."
2006,10,11,economía,"creatividad y resultados, claves del éxito en dos certámenes",ambos revalidaron títulos ganados en anteriores competencias nacionales e internacionales.  ... la cosecha argentina en la última edición del new york festival fue muy buena e incluyó 5 ...
2006,10,11,tecnología,microsoft no dará más soporte a los windows xp con  service pack 1 ,"de esta manera, aquellos usuarios que tengan instalado el xp sp1 o un windows anterior, no recibirán más actualizaciones de seguridad, aunque si podrán encontrar en línea información de ayuda p..."
2006,10,12,opinión,cartas de lectores,"carlos lefevre  dni 5.166.449  nódulos de mama  señor director:  ""en la edición del 25/9, se publicó una carta de lectores firmada por la señora maría frisa de la cruz, quien se presentó como p..."
2006,10,13,espectáculos,tardes con hallazgos tangueros,"y, como figura en un párrafo anterior, excepto en el último show, en el que estarán todos los cantantes, sólo se escucharán en las primeras funciones ocho temas (seis instrumentales y dos canta..."
2006,10,14,propiedades,un balance favorable,"por su parte, martín mieres, director de mieres propiedades, dice que la segunda edición fue muy buena en cuanto a calidad de los stands.  ... ""también la madrugada, presentado la semana ant..."
2006,10,15,cultura,tomás eloy martínez adelanta el nuevo libro de carlos fuentes,"en todas ellas, las estructuras y aun el lenguaje dan giros de 90 o de 180 grados con relación a la anterior.  ... luego nos vimos en nuestras propias casas vecinas de washington, durante las s..."
2006,10,20,espectáculos,bariloche tendrá una nueva edición de la semana musical,"una velada dedicada al gran sinfonismo se ofrecerá el jueves con la actuación de la orquesta sinfónica del neuquén, conducida por el ascendente director andrés tolcachir y la inestimable presencia de ..."
2006,10,20,espectáculos,"los mtv, entre shakira y el daddy"," después de la frustrada entrega del año pasado en playa del carmen (suspendida por la amenaza del huracán wilma), mtv pudo entregar, por primera vez, sus premios para el mercado latino en méxico lueg..."
2006,10,20,cultura,una maratón con libros,"al menos este es el cálculo que proyectó la fundación leer respecto a la convocatoria  alcanzada por la cuarta edición de la ""maratón de lectura"" que se desarrolla hoy en todo el país.  de ese ..."
2006,10,21,cultura,"un país a libro abierto, por la magia y el placer de la lectura","los más grandes llegaron al camping el día anterior y, tras armar sus carpas, prendieron un fogón al atardecer y recibieron la noche leyendo textos de eduardo galeano.  ... en las anteriores..."
2006,10,22,deportes,polideportivo,"al cierre de esta edición jugaban san antonio spurs, con emanuel ginobili y fabricio oberto, ante el campeón, miami heat. ... la marca anterior, de 36s72/100, la compartían juan p. "
2006,10,23,sociedad,la revancha del libro electrónico,"algunos, como freakonomics tienen el mismo precio que las ediciones de tapa dura ($16); otros, como the devil wears prada , cuestan lo mismo que las ediciones rústicas ($8). ... por ejem..."
2006,10,23,espectáculos,obras se buscan," la próxima edición de la fiesta del teatro de la ciudad de buenos aires a realizarse entre el 29 de noviembre y el 3 de diciembre reunirá, como todos los años, lo mejor de la escena porteña.  ..."
2006,10,24,espectáculos,un clásico que crece," se inauguró la ya tradicional semana musical llao llao en su xiv edición con palabras de bienvenida y agradecimiento del director del emprendimiento, martín nijensohn, y una muy amena y disten..."
2006,10,24,deportes,polideportivo,"el registro anterior, que le pertenecía a walter arciprete, era de 1m 1s 70/100.  ... para el guinness: el ruso anatoly karpov marcó un récord al autografiar de manera continua 1951 libros y su..."
2006,10,25,espectáculos,cita con el terror y lo fantástico,"el festival buenos aires rojo sangre (bars), cuya séptima edición se realizará desde mañana y hasta el miércoles próximo en el complejo tita merello (suipacha 442; entrada: $ 4) es uno de los p..."
2006,10,25,espectáculos,los vuelos opacaron el cierre,"en la función anterior, césar brie y mía fabbri representaron  otra vez marcelo  , en una puesta acorde con la intimidad de la pieza, con gradas sobre el escenario del niní marshall, donde se u..."
2006,10,25,espectáculos,en busca de alguna verdad,"su opera prima, mundo grúa , sorprendió en la primera edición del bafici (festival de cine independiente de buenos aires) a tal punto que recibió el premio como mejor director. ... -lo que más ..."
2006,10,25,tecnología,dos opciones para un mismo destino: internet,"además, al igual que con las ediciones anteriores, se pueden seguir descargando los famosos  add-ons  (algo que microsoft incorporó recien para el ie7), que permiten personalizar aún más..."
2006,10,25,espectáculos,"cobain, el muerto más rentable","en los últimos doce meses, el cantante de nirvana produjo ganancias por 50 millones de dólares, superando por 8 millones a elvis presley, que se mantuvo en primer lugar en las 5 ediciones an..."
2006,10,25,sociedad,"caso blumberg: perpetua para el ""oso"" peralta y díaz","otro integrante de la banda, josé dante nápoli, a 16 años de prisión, aunque por otras condenas anteriores le corresponde una pena única de 18 años de prisión.  ... una selección de estas opini..."
2006,10,26,deportes,chiaraviglio quiebra marcas,"la argentina alejandra garcía, ganadora de las ediciones anteriores de esta competencia, no participó a raíz de una lesión muscular. "
2006,10,27,espectáculos,exitoso fin para las fiestas teatrales,"a juzgar por lo vivido con césar brie (del grupo boliviano teatro de los andes) días anteriores, cuando una espectadora se levantó ofendida durante su obra, los organizadores temían algo simila..."
2006,10,28,economía,rincón gaucho en la escuela,"este año, además de la entrega de premios, que se realizará en la ciudad de buenos aires el mes próximo, se presentará un libro que reúne los textos ganadores en las ediciones anteriores..."
2006,10,29,cultura,en la trastienda, antiquaria:  una nueva edición de la feria de anticuarios fue lanzada en el sheraton park tower con la presencia de un nutrido grupo de participantes que ve con buenos ojos la presencia de com...
2006,10,30,opinión,diarios viejos para hojear en casa,"¿nadie, siquiera, querrá ver las flojas tipografías de aquella etapa anterior al sensacionalismo? ... sobrevino la idea, presuntamente comercial, de volver relevantes ciertos acontecimientos pr..."
2006,10,31,deportes,un lunes con controles en el ascenso,"por fortuna, los violentos decidieron no acercarse a la cancha y el partido que aún se jugaba al cierre de esta edición, comenzó a las 21.35 con normalidad. ... los sucesos violentos no son pat..."
2006,11,1,espectáculos,cada día canta mejor,".   como si no hubiese sido suficiente salmón para un año, quedan dos fechas muy importantes en el calendario consagratorio 2006 de andrés calamaro (cc06ac): una, el 21 de noviembre, la de la ed..."
2006,11,1,espectáculos,corran la voz," ""corran la voz"", piden, metafóricos, los organizadores de la 10° edición de la carrera de autitos, este domingo, y advierten que están ""¡aburridos de héroes""! ... como corrieron en las nueve c..."
2006,11,1,deportes,un triple,"por eso, herrmann podría debutar pasado mañana, ante memphis, si el técnico lo elige entre los disponibles.  2)  habrá 83 jugadores extranjeros en la nba, un nuevo récord  en la temporada de la nba qu..."
2006,11,3,economía,qué pasa,"según sus directivos, este verano se producirá un 15 por ciento más de cerveza que en la temporada anterior. ... demanda internacional  las empresas argentinas que participan de la feria sial 2..."
2006,11,3,espectáculos,estrenos de varios países en el malba,"el cine bello, sugerente, climático, extremo, onírico, melancólico y contemplativo de este realizador de apenas 36 años no es extraño para los cinéfilos argentinos: tanto  tropical malady  como  bliss..."
2006,11,5,economía,becas para universitarios,"carreras de grado  actualmente, en la argentina, organización techint financia 180 becas de grado, que son renovación de las otorgadas en años anteriores, y otorgará 90 nuevas becas el próximo ..."
2006,11,5,espectáculos,diez años del ciclo de música contemporánea," el complejo teatral de buenos aires presentará una nueva edición del ciclo de conciertos de música contemporánea, que se realiza por décimo año de manera consecutiva en sus escenarios. ... fin..."
2006,11,6,editoriales,el legado de borges,"la editorial francesa gallimard, reconocida internacionalmente por ser responsable de editar, entre otras grandes obras literarias, las de kafka, cervantes o montaigne, a través de su nobilísimo sello..."
2006,11,6,espectáculos,una antigüedad,"como en la edición anterior, también habrá un sector dedicado al coleccionismo de elementos de escritorio y lapiceras de marcas de alta gama: el pen show-ii exposición internacional de i..."
2006,11,6,espectáculos,pantalla chica,"aún no se sabe quién conducirá el ciclo, aunque entre los candidatos figuran marley, que tiene experiencia en el género por  operación triunfo;  soledad silveyra, que condujo las anteriores ..."
2006,11,7,deportes,polideportivo,"su marca anterior era de 42m8s7/10 (control manual) y la había logrado el 4 de junio de este año en córdoba. ... golf  azinger, capitán en la ryder 2008: paul azinger, de 46 años, que jugó cuat..."
2006,11,7,el mundo,ortega volvería al poder en nicaragua,"desde la mañana temprano, los canales de televisión -que continuaban con maratónicas transmisiones que habían comenzado el día anterior- recibían las llamadas de los oyentes, que expresaban las..."
2006,11,7,economía,alimentos por us$ 30 millones," un nueva edición del salón internacional de la alimentación de parís (sial 2006) llegó a su fin el 26 de octubre y el balance que realizó la fundación exportar es positivo. ... ""la cantidad de..."
2006,11,7,opinión,cartas de lectores,"heredia gayán  dni 13.416.946  homenaje  señor director:  ""en la edición del 28/10, leí que el gobernador de la provincia de santa fe planea realizar un acto conmemorativo al cumplirse 80 años ..."
2006,11,8,espectáculos,se inicia hoy código país," hoy comienza una nueva edición de código país, un festival de nuevas tendencias creativas que reunirá a unos 600 artistas. ... ese es el código de este festival de tendencias creativas que en ..."
2006,11,9,espectáculos,la historia nos mira y nos habla,"volviendo al pasado, un semanario (en inglés) fundado en 1826 por el súbdito británico thomas george love, comenta en su edición del 2 de junio de 1827 que en la representación del sábado an..."
2006,11,10,autos,todo listo para automechanika,"allí se presentarán más de 520 expositores del sector, que este año ""va a ocupar todo el predio ferial de la rural; dos pabellones más que en la edición anterior y reforzamos el área de ..."
2006,11,12,cultura,la lengua ajena," el término ""francofonía"", en el sentido de ""movimiento a favor de la lengua francesa en el mundo"", sólo apareció hacia 1960. el vocablo se ha vuelto ora elogioso (felicitamos a quienes, sin ser franc..."
2006,11,12,turismo,"pinamar, igual pero diferente","a esta altura de noviembre está alquilado el 50 por ciento de enero y todos coinciden en que, igual que en cariló, las reservas y contrataciones comenzaron mucho antes que en años anteriores.  ..."
2006,11,14,espectáculos,casi sobre cualquier cosa,"a partir de ahora, además, los ganadores que sean seleccionados en el segundo y tercer lugar recibirán premios en efectivo (hasta la edición anterior recibían una cámara). "
2006,11,16,moda y belleza,pasó  pasa pasará,"obsesionado por acercar el diseño al público en general, y entusiasmado por experiencias anteriores (propuestas de autor de jessica trosman), jumbo convocó a gabriel hamfling, dueño de infinit,..."
2006,11,18,espectáculos,play & rec,"estas novedades se suman a otras ediciones recientes del mismo director, como su ópera prima  duelo a muerte  (1971) o  el imperio del sol  (1987)... lo mismo ocurrió con  los simpson  : se est..."
2006,11,18,opinión,cartas de lectores,"y otra, claramente anecdótica frente a la anterior: estos «estudiantes», ¿no deberían estar «estudiando»?  ... ernesto lacalleernesto.lacalle@gmail.com década del 90  señor director:  ""en la 18 nov 2006 | opinión | edición impresa la nacion"
2006,11,19,turismo,se lanza expo nieve,"los organizadores adelantaron que la segunda edición de la feria, que se realizará entre el 17 y el 20 de mayo, tendrá el doble de espacio que la anterior: 10.700 m2.  "
2006,11,20,sociedad,cerraron 1200 obras en lo que  va del año," después de los dos informes de la auditoría general de la ciudad publicados en la edición de ayer de la nacion, en los cuales se informaba de irregularidades en un 94 por ciento de los planos ..."
2006,11,21,espectáculos,mujer en sombras,"son imágenes: corridas en la calle, alguien me viene a buscar al colegio por una amenaza de bomba, gente escondiéndose, de pronto un falcon verde dice, y la televisión todavía reproduce las escenas d..."
2006,11,22,economía,baja el peso de faena para asegurar la oferta de carne,"menos ingresos en liniers  al cierre de esta edición, habían entrado 6000 cabezas en el mercado de liniers, un 50% menos que el martes anterior (13.610 cabezas). "
2006,11,22,ciencia,las neuronas que produce el cerebro adulto son funcionales,"el anterior hallazgo, publicado a fines de 2005 en  the journal of neuroscience  , y comentado en la edición de febrero de este año en  science  , describía los pasos que siguen las célu..."
2006,11,22,opinión,cartas de lectores,"supuse un error, pero amablemente el mozo me informó que la noche anterior se habían ajustado los precios.  ... victoria randle  dni 16.161.446  los restos de castelli  señor director:  ""en la ..."
2006,11,24,autos,lanzaron la guía turística ypf,"este año contiene un 30% más de información que la edición anterior, un nuevo apartado de estancias argentinas y la renovada guía de bodegas.  "
2006,11,25,propiedades,un baúl solidario,"de esta cuarta edición participarán más de 100 expositores. ... a diferencia de los anteriores, baúl sale no estará dividido por rubros, sino que éstos se encontrarán entremezclados de m..."
2006,11,25,propiedades,más actividad,"la gran asistencia a las ediciones anteriores de la copa de polo del club europeo demostró la relevancia de este torneo y, para este año, las consultas por internet permiten a las autori..."
2006,11,25,economía,se lanzó palermo 2007,"este año tuvimos más de 4000 animales inscriptos, 400 expositores (un 16% más que en 2005), 800.000 visitantes y un incremento en las ventas de las empresas participantes de entre un 15 y 20% con resp..."
2006,11,26,cultura,"monsiváis, premiado en méxico",".- con un llamado de atención sobre la gravedad de la crisis educativa y un alerta sobre la oportunidad que hoy tiene américa latina de reflexionar sobre su identidad, el escritor y periodista mexican..."
2006,11,26,cultura,vasos comunicantes," rodrigo alonso:  como en toda edición de estudio abierto, encarar un proyecto expositivo implica asumir un gran desafío. ... pensando que el público llegaría al tercer piso luego de haber reco..."
2006,11,26,turismo,ocio & negocios,"la edición está dividida en dos grandes capítulos: por un lado, el cartográfico y por otro, de turismo y gastronomía. este año contiene un 30% más de información que la edición anteri..."
2006,11,26,espectáculos,volviendo de la oscuridad,"la edición correrá por cuenta de la casa, con el sello canary y en formato simple de cartón, para fanáticos.  ... como nuestros trabajos anteriores fueron independientes -bueno,  frenesí..."
2006,11,26,economía,la encuesta que releva las opiniones de los directivos de las mayores compañías muestra que se mantiene un optimismo con críticas," el desempeño económico general durante los últimos doce meses resultó muy bueno, mientras que las perspectivas acerca de cómo evolucionará la situación en el próximo año se mantienen favorables, de a..."
2006,11,30,cultura,distinguen relatos campestres de chicos de colegios rurales,"en el mismo encuentro se presentó el libro rincón gaucho en la escuela, que reúne escritos ganadores y participantes de este concurso en sus dos ediciones anteriores (2004 y 2005) y que ..."
2006,11,30,espectáculos,el rock vuelve a las sierras,"como ocurre desde la edición 2005, cuando el encuentro dejó la plaza próspero molina de cosquín, el predio de san roque volverá a ser sede del festival. ... la inclusión de callejeros en la gri..."
2006,11,30,moda y belleza,de autor,"lo que más se ve en la última edición del año en la feria el dorrego, en el predio de dorrego y zapiola, colegiales, hasta el 23 de diciembre, durante los próximos fines de semana, de 16 a 21. ..."
2006,11,30,espectáculos,por la rebelión de la historia,"aunque no lo vea como una revancha, por cumplirse veinte años de aquella edición que se presentó en el luna park, decidió volver a interpretarla, con dos funciones que dará este fin de semana, ..."
2006,12,1,sociedad,presupuesto sin déficit para la ciudad,"al cierre de esta edición, en la legislatura no se conocían los montos totales de cada cartera, con los cambios incorporados.  ... ""el poder ejecutivo porteño fue sensato al reformular la propu..."
2006,12,1,cultura,"el premio cervantes, para un hondo poeta español","la candidatura de gamoneda -premio nacional de poesía 1986 por su libro  edad  , que recopila su obra anterior- había sido presentada por la editora clara janés, el mexicano sergio pitol, ganad..."
2006,12,1,espectáculos,fernando ruiz díaz," acá va el jinete de todas las noches que se puedan contar en una vida, dominando santa fe, altura plaza italia, a bordo de un volkswagen suran negro, una bestia prepotente que lo lleva todos los días..."
2006,12,1,deportes,mundo xtremo,"como en las realizaciones anteriores, la prueba durará tres días durante los cuales los integrantes de los 450 equipos de 2 integrantes (350 argentinos y 100 equipos extranjeros) deberán atrave..."
2006,12,1,deportes,un día negativo para los spurs,"anoche, al cierre de esta edición, detroit, con carlos delfino, se enfrentaba con miami.  el acuerdo por la liga sudamericana  la consubasquet aprobó la realización de la liga sudamericana a pa..."
2006,12,2,sociedad,la nueva guerra entre los  browsers  ya empezó en la web,"andreesen había sido programador de otro proyecto anterior, llamado mosaic, por derecho propio el primer navegador web que alcanzó cierta popularidad; hoy está extinto.  ... en un plazo idéntic..."
2006,12,2,espectáculos,al rescate de films clásicos nacionales,"por suerte, esta tendencia se ha extendido al cine nacional, ya que se incrementó de manera significativa la edición de títulos argentinos producidos entre los años 70 y principios de los 90. ...."
2006,12,3,el mundo,síntesis,". - ""fue un viaje al infierno, encerrados, sin siquiera poder llamar por teléfono para informar a nuestras familias"", afirmó ayer olga norma lescano, pasajera porteña de air madrid a la que se le impi..."
2006,12,3,cultura,best sellers,"episodio 2  |  de adrián paenza  | (siglo xxi, $ 18) (3) |  episodio 2  , continuación del exitoso libro anterior de paenza, presenta, con prosa cordial y directa, juegos, acertigos, historias ..."
2006,12,3,deportes,el sueño tendrá que esperar,"la argentina había llegado a las semifinales en cuatro de las últimas cinco ediciones de la davis, pero no fue hasta este año en el que pudo alcanzar la fase decisiva. la vez anterior fu..."
2006,12,4,tecnología,"hasta la vista, xp: ya nació un nuevo windows, y no está solo. microsoft también presentó el office 2007","el sistema incluye además la  galería de fotos  , con algunas herramientas de edición.  ... son cinco en total: la ultimate, professional, small business, standard y home and student, con preci..."
2006,12,7,moda y belleza,vidriera,"jessica trosman  espera en su tienda de armenia 1998 con productos discontinuos, sobrantes de exportación, piezas de colecciones anteriores y otras utilizadas en desfiles, además de la colecció..."
2006,12,8,espectáculos,un golpe de suerte,"en este caso es la edición de su álbum debut,  velvet underground & nico  . ... se llevó algo mejor: cuatro temas en versiones anteriores y muy diferentes de las del álbum. "
2006,12,8,economía,la argentina participará en 62 ferias,"por caso, las empresas argentinas que participaron en la feria alimentaria sial de parís, en octubre último, lograron concretar operaciones por unos us$ 34,6 millones, duplicando el volumen de negocio..."
2006,12,9,deportes,polideportivo,el campeonato ya se resolvió la fecha anterior en favor del arrecifeño norberto fontana.  ... al cierre de esta edición se medían bolívar voley y la unión de formosa.  
2006,12,9,sociedad,el mal tiempo no impidió a los turistas copar mar del plata,"aumentos limitados  aunque no todos están al tanto de la novedad, en las últimas horas se firmó un compromiso entre prestadores de servicios turísticos y el gobierno nacional para que los precios no s..."
2006,12,9,economía,chicago cerró con nuevos retrocesos,"hacienda en liniers  por problemas técnicos, el comentario semanal de la comercialización de hacienda en liniers, que se publica en la página 4 de la sección campo de esta edición, repitió conc..."
2006,12,10,opinión,los ciclos del poder,"en forma soslayada, pero dramática, el gobierno de néstor kirchner abandonaba las diversas ediciones del peronismo que conocieron los argentinos a partir de 1945.  ... se mostró enfadado con to..."
2006,12,10,cultura,best sellers,"episodio 2  |de adrián paenza|(siglo xxi, $ 18) (4)|  episodio 2  , continuación del exitoso libro anterior de paenza, presenta, con prosa cordial y directa, juegos, acertigos, historias sobre ..."
2006,12,10,deportes,la leyenda se convirtió en ciudadano ilustre,"el zurdo, de 54 años, comenzó la jornada en el tradicional escenario de la avenida corrientes con un reportaje a gastón gaudio, tal como lo hizo en los dos días anteriores, en el papel de anfit..."
2006,12,11,espectáculos,"el cine del mundo, en la costa","entusiasmo, confraternidad y calidad artística, pues, son los tres elementos que, hasta ahora, demuestra esta tercera edición de pantalla pinamar que, como en años anteriores, se destaca..."
2006,12,11,cultura,los finalistas del premio la nacion de ensayo,"en la edición anterior, el premio fue adjudicado a ivonne bordelois, por su obra  el país que nos habla  . "
2006,12,11,opinión,¿cómo se ve que no hay otra forma?,"posiblemente el lector haya consultado una edición anterior, porque las formas  radioactivo  y  radioactividad  , que usó nik, son tan correctas como  radiactivo  y  radiactividad  , per..."
2006,12,11,tecnología,una web hecha mediante html y con el corazón,"me puse a navegar por sus links de ediciones anteriores, alineados a la derecha de la página principal, y encontré un compendio ecléctico de buenos diseños web. "
2006,12,12,espectáculos,irremediablemente marítimos,"con el impulso de un show que los dejó muy conformes, en el teatro güemes de la feliz, y un satisfactorio téster de su set en la reciente edición de estudio abierto, en el palacio de correos, l..."
